account,situs,subdivision,acres,assessor_acres,total_value,jurisdiction,zone_code,zone_plain,zone_category,mf_threat,bucket,flu_source,flu_designation,flu_plain,flu_intent,dist_mi,compactness,contig_group,contig_group_acres,contig_group_parcels,lat,lon,interest,legal
S1312223150,S LINDER RD,2N 1W 12,7.6409,8.255,1665700,City of Kuna,C-1,C-1,Commercial,Low,Vacant Land,Ada County,Incorporated Cities and Areas of City Impact,City Impact Area,see city plan,4.968,0.446,117,7.64,1,43.530873,-116.413282,14.7,PAR #3150 OF NWNW4 SEC 12 2N 1W #223200-B
R8533750600,235 SW 5TH AVE,TROUTNER PARK SUB,1.8394,1.839,1030200,City of Meridian,L-O,Limited Office,Office,Low,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),2.117,0.684,340,1.84,1,43.602763,-116.400447,14.6,LOT 06 BLK 01 TROUTNER PARK SUB
R9313390310,11515 W EXECUTIVE DR,WEST BOISE INDUSTRIAL PARK NO 05,1.7926,1.793,937200,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.092,0.547,349,1.79,1,43.608811,-116.326172,14.6,LOT 13 BLK 3 WEST BOISE INDUSTRIAL PARK #5
S1112336113,8924 W FRANKLIN RD,3N 1E 12,3.5967,3.594,2000300,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.522,0.755,165,4.62,2,43.60557,-116.293051,14.6,PAR #6113 @ SW COR SW4SW4 S OF RR R/W SEC 12 3N 1E #336112-B
R4947190050,S TERRI PL,KINGSBRIDGE SUB NO 03,1.0511,1.035,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,1.784,0.219,505,1.05,1,43.568546,-116.345799,14.5,LOT 41 BLK 3 KINGSBRIDGE SUB NO 03
S1112336122,8852 W FRANKLIN RD,3N 1E 12,1.0264,1.03,807600,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.578,0.686,165,4.62,2,43.605436,-116.291847,14.5,PAR #6122 S OF RR R/W IN SW4SW4 SEC 12 3N 1E #336120-B
S1111449187,1 N MAPLE GROVE RD,3N 1E 11,2.554,2.59,902600,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.376,0.41,179,4.16,2,43.605256,-116.295971,14.4,PAR #9187 OF SE4SE4 SEC 11 3N 1E #449183-B
S1122336500,11950 W VICTORY RD,3N 1E 22,1.0022,1,81300,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.822,0.775,536,1.0,1,43.57651,-116.33135,14.4,PAR #6500 OF SW4 SEC 22 3N 1E #95071342
R1573680477,9878 W EMERALD ST,CORPORATE CENTER NO 02,2.0285,2.029,1060600,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.07,0.797,206,3.4,2,43.610139,-116.304903,14.3,LOT 21 & POR LOT 20 BLK 3 CORPORATE CENTER NO 02 PARCEL A ROS 12044 #0476-S
S1111449153,95 N MAPLE GROVE RD,3N 1E 11,1.6068,1.604,559000,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.431,0.697,179,4.16,2,43.605786,-116.295023,14.3,PAR #9153 NEAR SE COR SE4SE4 SEC 11 3N 1E #449152-B
R1317000020,10370 W HIGHLANDER RD,CASTLE GATE SUB,4.1197,4.08,146800,Ada County,RSW,County Residential (subdivision),Single-Family Residential,Low,Vacant Land,Boise,Large Lot/Rural,Large Lot / Rural,low-density / rural,3.466,0.614,182,4.12,1,43.556632,-116.311681,14.2,PAR #0020 OF LOT 2 CASTLE GATE SUB
R1573680427,647 N MITCHELL ST,CORPORATE CENTER NO 02,1.3673,1.368,715100,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.094,0.769,206,3.4,2,43.61088,-116.304856,14.2,"PAR #0427 POR LOTS 17, 22 & 23 BLK 3 CORPORATE CENTER NO 02 PARCEL C ROS 12044 #"
R3594290250,11211 W MCMILLAN RD,HEWETT PARK SUB NO 03,3.9176,3.92,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.268,0.558,145,5.71,2,43.646723,-116.321479,14.2,LOT 87 BLK 2 HEWETT PARK SUB PHASE III #8449489
R7533520010,5575 S APSLEY WAY,ROCKHAMPTON SUB NO 09,3.0486,3.05,0,Ada County,R4,R4,Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.901,0.528,225,3.05,1,43.553218,-116.338478,14.2,LOT 07 BLK 15 ROCKHAMPTON SUB NO 09
R8048690510,11166 W SOUTHERLAND CT,SOUTHPOINT SUB NO 04,1.2643,1.264,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.015,0.343,442,1.26,1,43.58763,-116.321059,14.2,LOT 20 BLK 15 SOUTHPOINT SUB NO 04
R3594270900,11211 W MCMILLAN RD,HEWETT PARK SUB NO 01,1.788,1.95,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.31,0.447,145,5.71,2,43.646812,-116.319926,14.1,PAR #0900 OF HEWETT PARK SUB PHASE 1 HEWETT PARK SUB PH1 #8510530
R7200810680,13163 W FRINGETREE ST,PROVIDENCE PLACE SUB NO 02,3.6267,3.629,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.255,0.422,200,3.63,1,43.637794,-116.345939,14.1,LOT 34 BLK 12 PROVIDENCE PLACE SUB NO 02
R9403110150,4911 S WHITMORE WAY,WILDBROOK SUB NO 02,2.5496,2.552,0,Ada County,R6,County Residential R6,Two-Family / Low-Density Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.736,0.423,267,2.55,1,43.558699,-116.331162,14.1,LOT 12 BLK 05 WILDBROOK SUB NO 02
R8956000211,115 S LINDER RD,VAN HEES SUB MERIDIAN,2.6917,2.699,,Ada County,R1,County Residential R1,Single-Family Residential,Low,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),2.85,0.546,247,2.69,1,43.603351,-116.415615,14.0,LOT 6 EXC R/W VAN HEES SUB #0210-B
S1126244550,10070 W SENECA DR,3N 1E 26,2.9582,2.979,419200,Ada County,R6,County Residential R6,Two-Family / Low-Density Residential,Low,Vacant Land,Boise,Large Lot/Rural,Large Lot / Rural,low-density / rural,3.052,0.509,229,2.96,1,43.569596,-116.308266,13.9,PAR #4550 OF SE4NW4 SEC 26 3N 1E PARCEL B ROS 12071 #244306-S #244307-C
R1966962602,E DUNWOODY CT,DUNWOODY SUB,2.8694,2.88,864000,City of Meridian,R-2,Two-Family / Low-Density,Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,4.465,0.782,143,5.73,2,43.656123,-116.371263,13.8,PAR#6602 W'LY POR LOT 26 BLK 1 DUNWOODY SUB R/S 7837 #6600-B
R3719090501,6909 W VICTORY RD,HOME ACRES SUB NO 09,1.2748,1.265,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Large Lot/Rural,Large Lot / Rural,low-density / rural,4.782,0.799,129,6.37,4,43.575058,-116.268212,13.8,PAR #0501 OF LOTS 11-12 EXC R/W HOME ACRES SUB NO 9 #0500-B
R3719090675,3160 S BEVERLY ST,HOME ACRES SUB NO 09,1.8809,1.86,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Large Lot/Rural,Large Lot / Rural,low-density / rural,4.799,0.78,129,6.37,4,43.574302,-116.268128,13.8,LOT 13 HOME ACRES SUB NO 9 #0670-S
R5147490020,N LARKWOOD PL,LARKWOOD SUB,1.423,1.43,78400,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,4.079,0.477,156,4.93,4,43.649016,-116.3817,13.8,LOT 2 BLK 1 LARKWOOD SUB
R1317000060,9850 W HIGHLANDER RD,CASTLE GATE SUB,4.0031,4.02,145400,Ada County,RSW,County Residential (subdivision),Single-Family Residential,Low,Vacant Land,Boise,Large Lot/Rural,Large Lot / Rural,low-density / rural,3.65,0.581,185,4.0,1,43.556966,-116.306214,13.7,PAR #0060 OF LOT 6 CASTLE GATE SUB #99083698 #99080196
R1966962790,E DUNWOODY CT,DUNWOODY SUB,2.8604,2.864,153700,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,4.536,0.765,143,5.73,2,43.657153,-116.371259,13.7,PAR#2790 OF W'LY POR LOT 28 BLK 01 DUNWOODY SUB R/S 7837 #2800-S
R3719090481,6840 W ELDER ST,HOME ACRES SUB NO 09,1.8186,1.822,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Large Lot/Rural,Large Lot / Rural,low-density / rural,4.847,0.777,129,6.37,4,43.574282,-116.267146,13.7,LOT 14 HOME ACRES SUB NO 9 #0480-S
R3719091525,3244 S BEVERLY ST,HOME ACRES SUB NO 09,1.3953,2,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Large Lot/Rural,Large Lot / Rural,low-density / rural,4.82,0.719,129,6.37,4,43.57348,-116.268,13.7,PAR #1525 OF LOTS 21 & 22 HOME ACRES SUB NO 9 #96000857
R5147490040,N LARKWOOD PL,LARKWOOD SUB,1.0021,1.01,57200,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,4.118,0.783,156,4.93,4,43.649626,-116.381567,13.7,LOT 4 BLK 1 LARKWOOD SUB
R9313390120,11660 W PRESIDENT DR,WEST BOISE INDUSTRIAL PARK NO 05,1.0306,1.032,539400,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.157,0.664,519,1.03,1,43.611728,-116.327534,13.7,LOT 12 BLK 1 WEST BOISE INDUSTRIAL PARK #5 #97002297
R9313403070,10880 W EXECUTIVE DR,WEST BOISE INDUSTRIAL PARK NO 06,1.6587,1.66,867700,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.5,0.714,361,1.66,1,43.610617,-116.318076,13.7,LOT 19 BLK 5 WEST BOISE INDUSTRIAL PARK #6
R1277000330,3100 S TERRA DR,CANONERO SUB,1.2553,1.257,336200,Ada County,R1,County Residential R1,Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.342,0.613,445,1.26,1,43.575281,-116.320116,13.6,PAR #0330 OF LOT 9 BLK 4 CANONERO SUB #850241
R5147490050,N LARKWOOD PL,LARKWOOD SUB,1.001,1.01,56700,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,4.176,0.783,156,4.93,4,43.650482,-116.381566,13.6,LOT 5 BLK 1 LARKWOOD SUB
R9313390480,11477 W PRESIDENT DR,WEST BOISE INDUSTRIAL PARK NO 05,1.0046,1.002,523800,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.209,0.749,534,1.0,1,43.610712,-116.325137,13.6,LOT 15 BLK 4 WEST BOISE INDUSTRIAL PARK #5
S1131110125,1385 E AMITY RD,3N 1E 31,1.414,1.45,37900,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.423,0.754,409,1.41,1,43.559569,-116.379504,13.6,PAR #0125 OF N2NE4 SEC 31 3N 1E #S1131110050 S #8216642-44 #8216645
R1570370260,11202 W ARABIAN DR,CORNERSTONE SUB NO 01,1.2855,1.287,0,Ada County,R4,R4,Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.416,0.282,435,1.29,1,43.563764,-116.332289,13.5,LOT 01 BLK 02 CORNERSTONE SUB NO 01
R1573670200,9323 W EMERALD ST,CORPORATE CENTER NO 01,1.0213,1.03,538400,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.398,0.707,221,3.15,3,43.610243,-116.29784,13.4,LOT 3 BLK 2 CORPORATE CENTER NO 01
R4882810570,3379 S KENTUCKY WAY,KENTUCKY RIDGE ESTATES SUB,1.4784,1.481,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.538,0.705,394,1.48,1,43.573906,-116.405062,13.4,LOT 1 BLK 3 KENTUCKY RIDGE ESTATES SUB #98040234 #97009343
S1124336155,2680 S MAPLE GROVE RD,3N 1E 24,3.3978,3.42,,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.511,0.514,205,3.4,1,43.578895,-116.293075,13.4,PAR #6155 POR SW4SW4 SEC 24 3N 1E PAR B ROS 15175 #336001-S #336051-S
S1212438750,W FRANKLIN RD,3N 1W 12,1.0102,1.01,528000,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,2.312,0.728,526,1.01,1,43.605153,-116.403327,13.4,PAR #8750 @ SW COR SW4SE4 SEC 12 3N 1W PARCEL A R/S 7414 #438401-S
R0476000280,5701 S SUBLIMITY AVE,APEX NORTHWEST SUB NO 06,1.0836,1.085,,City of Meridian,R-2,Two-Family / Low-Density,Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.957,0.725,311,2.2,2,43.552861,-116.38498,13.3,LOT 08 BLK 14 APEX NORTHWEST SUB NO 06
R1294360250,9800 W MOSSY CUP ST,CAROLINA PLACE SUB NO 02,2.1845,2.174,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.946,0.167,313,2.18,1,43.578606,-116.304953,13.3,LOT 7 BLK 7 CAROLINA PLACE #2 SUB #98059119
R1573670190,9249 W EMERALD ST,CORPORATE CENTER NO 01,1.1142,1.11,580200,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.429,0.705,221,3.15,3,43.610354,-116.297247,13.3,LOT 2 BLK 2 CORPORATE CENTER NO 01
R7533620200,6020 S APSLEY WAY,ROCKHAMPTON SUB NO 16,2.6787,2.681,0,Ada County,R6,County Residential R6,Two-Family / Low-Density Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.206,0.624,250,2.68,1,43.548507,-116.338294,13.3,LOT 01 BLK 34 ROCKHAMPTON SUB NO 16
S0434438850,3680 W USTICK RD,4N 1W 34,6.1269,6.388,0,City of Meridian,C-N,Neighborhood Business,Commercial,Low,Vacant Land,Meridian,MU-NR,Mixed Use – Non-Residential,non-residential,4.924,0.729,132,6.13,1,43.634603,-116.43971,13.3,PAR #8850 NEAR SE COR SW4 SEC 34  4N 1W PARCEL B R/S 6018 #438800-S #449603-B
R0476000260,5743 S SUBLIMITY AVE,APEX NORTHWEST SUB NO 06,1.112,1.113,,City of Meridian,R-2,Two-Family / Low-Density,Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.984,0.703,311,2.2,2,43.552411,-116.384884,13.2,LOT 07 BLK 14 APEX NORTHWEST SUB NO 06
R1171020093,W LYLE ST,HARVEY BURNETT ACREAGES SUB NO 03,1.6387,1.643,131600,Ada County,R2,R2,Single-Family Residential,Low,Vacant Land,Boise,Large Lot/Rural,Large Lot / Rural,low-density / rural,3.353,0.649,237,2.87,2,43.570434,-116.300821,13.2,PAR #0093 OF N'LY POR LOT 9 HARVEY BURNETT ACREAGES SUB NO 3 #0095-S
R1573670180,9195 W EMERALD ST,CORPORATE CENTER NO 01,1.0191,1.02,533200,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.461,0.692,221,3.15,3,43.610578,-116.296674,13.2,LOT 1 BLK 2 CORPORATE CENTER NO 01
R8039170340,11681 W FENCHURCH ST,SONATA HILLS SUB,1.6817,1.683,0,Ada County,R6,County Residential R6,Two-Family / Low-Density Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.753,0.541,358,1.68,1,43.560124,-116.327767,13.2,LOT 14 BLK 03 SONATA HILLS SUB
R0988260290,S GRAPHITE WAY,BLACKROCK SUB NO 01,1.7368,1.738,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.797,0.189,354,1.74,1,43.551687,-116.366949,13.1,LOT 05 BLK 02 BLACKROCK SUB NO 01
R1171010207,9411 W WRIGHT ST,HARVEY BURNETT ACREAGES SUB NO 02,1.2298,1.239,115900,Ada County,R2,R2,Single-Family Residential,Low,Vacant Land,Boise,Large Lot/Rural,Large Lot / Rural,low-density / rural,3.369,0.437,237,2.87,2,43.571402,-116.299831,13.1,PAR#0097 OF S'LY POR LOT 8 BLK 2 HARVEY BURNETT ACREAGE SUB NO 02 #0200-B
R9525350200,E MCMILLAN RD,WOODLAND SPRINGS SUB NO 01,1.1833,1.184,0,City of Meridian,C-N,Neighborhood Business,Commercial,Low,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),3.993,0.237,184,4.1,2,43.64901,-116.373423,13.1,LOT 02  BLK 01 WOODLAND SPRINGS SUB #1
R0843730140,1116 W TAYLOR AVE,BAYSIDE TAYLOR COMMERCE PARK SUB,1.1337,1.142,597000,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,2.575,0.778,472,1.13,1,43.608495,-116.406987,13.0,LOT 14 BLK 1 BAYSIDE TAYLOR COMMERCE PARK
R4882830480,W RIODOSA CT,KENTUCKY RIDGE ESTATES SUB NO 03,1.3317,1.332,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.664,0.266,426,1.33,1,43.572759,-116.407057,13.0,LOT 23 BLK 05 KENTUCKY RIDGE ESTATES #3
R7533670020,6065 S CLOVERDALE RD,ROCKHAMPTON SUB NO 20,1.1082,1.106,433600,Ada County,LO,County Limited Office,Office,Low,Vacant Land,Boise,Commercial,Commercial,non-residential (MF only if mixed),3.304,0.801,256,2.6,2,43.547948,-116.334964,13.0,LOT 24  BLK 36 ROCKHAMPTON SUB NO 20
R9313404030,10830 W EXECUTIVE DR,WEST BOISE INDUSTRIAL PARK NO 06,1.0733,1.075,561900,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.546,0.593,494,1.07,1,43.610576,-116.316975,13.0,LOT 21 BLK 5 WEST BOISE INDUSTRIAL PARK #6
S0529336230,N LOCUST GROVE RD,4N 1E 29,2.9119,2.918,1334600,City of Meridian,C-N,Neighborhood Business,Commercial,Low,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),4.053,0.653,184,4.1,2,43.649881,-116.373469,13.0,PAR #6230 OF SW4SW4 SEC 29 4N 1E #336225-B
R1573670105,9352 W EMERALD ST,CORPORATE CENTER NO 01,2.5475,2.55,994100,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.323,0.253,268,2.55,1,43.611033,-116.299916,12.9,PAR #0105 OF LOT 9 BLK 1 CORPORATE CENTER NO 01 LOT 9 R/S 2512 #0100-S
R2191000040,W EGGERS PL,EGGERS SUB,1.0152,1.015,269500,Ada County,R1,County Residential R1,Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.572,0.763,523,1.02,1,43.57972,-116.409417,12.9,LOT 8 BLK 1 EGGERS SUB
R5125250060,W LAKE HAZEL RD,LAKE HAZEL ESTATES,3.3989,3.4,108800,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,3.759,0.541,204,3.4,1,43.545776,-116.400638,12.9,PAR #0060 OF LOT 3 LAKE HAZEL ESTATES #96002625 #96002624
R5710410200,10040 W QUAILSTONE ST,MILLCREEK SUB NO 01,1.2692,1.271,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.697,0.852,441,1.27,1,43.589313,-116.307102,12.9,LOT 1 BLK 2 MILLCREEK SUB NO 01 #95026551
R7533670030,12200 W LAKE HAZEL RD,ROCKHAMPTON SUB NO 20,1.4961,1.495,781500,Ada County,C1,County Neighborhood Commercial,Commercial,Low,Vacant Land,Boise,Commercial,Commercial,non-residential (MF only if mixed),3.348,0.74,256,2.6,2,43.547271,-116.334964,12.9,LOT 25  BLK 36 ROCKHAMPTON SUB NO 20
S1226110550,3525 S LINDER RD,3N 1W 26,1.9023,2,67500,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,3.011,0.585,338,1.9,1,43.572641,-116.41481,12.9,PAR #0550 OF NE4NE4 SEC 26 3N 1W #8629099
R8039190150,4700 S WAKES PL,SONATA HILLS SUB NO 03,1.5869,1.589,0,Ada County,R6,County Residential R6,Two-Family / Low-Density Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.886,0.585,371,1.59,1,43.560461,-116.32296,12.8,LOT 16  BLK 09 SONATA HILLS SUB #3
R0953780420,1012 W SMOKEY LAKE CT,BILTMORE ESTATES SUB NO 04,1.056,1.057,407900,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.699,0.749,501,1.06,1,43.571771,-116.40706,12.7,LOT 11 BLK 07 BILTMORE ESTATES SUB NO 04
R1573680384,10096 W EMERALD ST,CORPORATE CENTER NO 02,1.567,1.545,807600,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,2.943,0.787,379,1.57,1,43.610378,-116.307846,12.7,PAR #0384 LOTS 14-15 BLK 03 CORPORATE CENTER NO 02 PARCEL A R/S 8309 #0402-B #03
R5211710710,9705 W WICHITA ST,LEOS ROSECREEK SUB NO 02,1.549,1.551,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.97,0.36,385,1.55,1,43.585961,-116.302107,12.6,LOT 16 BLK 05 LEO'S ROSECREEK SUB NO 2 #99098308
R9318750010,13759 W WAINWRIGHT DR,WESTCHESTER PLACE SUB NO 01,1.2275,1.23,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.437,0.534,281,2.44,2,43.641378,-116.353357,12.6,LOT 1 BLK 1 WESTCHESTER PLACE SUB #1 #99032204
