account,situs,subdivision,acres,assessor_acres,total_value,jurisdiction,zone_code,zone_plain,zone_category,mf_threat,bucket,flu_source,flu_designation,flu_plain,flu_intent,dist_mi,compactness,contig_group,contig_group_acres,contig_group_parcels,lat,lon,interest,legal
S1209449101,W FRANKLIN RD,3N 1W 09,4.2683,4.297,416200,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),4.934,0.56,175,4.27,1,43.605466,-116.457695,19.4,PAR #9101 OF SE4SE4 SEC 9 3N 1W #449100-B
R1297310040,8184 S STEWART RD,CARRICO SUB,11.4851,11.5,139200,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,4.601,0.551,77,11.49,1,43.526903,-116.341081,19.3,LOT 4 BLK 1 CARRICO SUB #9063770
S1108438460,E FRANKLIN RD,3N 1E 08,4.3647,4.34,389500,Ada County,R1,County Residential R1,Single-Family Residential,Low,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.03,0.371,172,4.36,1,43.606807,-116.362333,19.3,PAR #8460 OF SE4 EXC R/W SEC 8 3N 1E #7812896 #742235
S1211131213,2090 W PINE AVE,3N 1W 11,8.8374,8.686,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Civic,Civic,institutional,3.38,0.532,100,8.84,1,43.615055,-116.420408,19.1,PAR #1213 @ NE COR SW4NE4 SEC 11 3N 1W #131210-S
R8350760200,S MERIDIAN RD,TAYSOM SUB,10.0024,10.014,478100,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,,,(no FLU),n/a,4.002,0.717,89,10.0,1,43.539809,-116.39572,19.0,LOT 02  BLK 01 TAYSOM SUB
R6052960590,W WALL DR,NEW YORK LANDING SUB,1.4286,1.415,0,Ada County,R6,County Residential R6,Two-Family / Low-Density Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.186,0.342,84,10.07,3,43.561549,-116.288526,18.7,LOT 33A BLK 02 NEW YORK LANDING SUB
R8222940140,S CHOCTAW WAY,SUNSET RIM SUB NO 14,1.4731,1.475,0,Ada County,R6,County Residential R6,Two-Family / Low-Density Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.222,0.333,84,10.07,3,43.561749,-116.287535,18.6,LOT 65 BLK 05 SUNSET RIM NO 14
R1080000080,4721 S CHEX WAY,BRIDGEVIEW SUB NO 01,7.1715,7.179,0,Ada County,R4,R4,Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.324,0.269,84,10.07,3,43.559571,-116.286946,18.4,LOT 08 BLK 01 BRIDGEVIEW SUB NO 01
R1527260080,3649 E COMMERCIAL CT,COMMERCE PARK SUB,3.9962,4.003,2092500,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.325,0.76,187,4.0,1,43.609034,-116.348906,18.4,LOT 4 BLK 1 COMMERCE PARK SUB
S1107449990,E FRANKLIN RD,3N 1E 07,3.9974,4,1568200,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.329,0.747,186,4.0,1,43.60755,-116.376395,18.3,PAR #9990 @ CTR N POR SE4SE4 SEC 7 3N 1E #449997-S
S1403212411,11511 W LAKE HAZEL RD,2N 1E 03,8.6626,8.669,,Ada County,R2,R2,Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.661,0.801,101,8.66,1,43.545501,-116.325665,18.3,PAR #2411 POR OF GOV LOT 03 SEC 03 2N 1E #212410-B
S0527346750,5100 N TUMBLEWEED PL,4N 1E 27,2.0758,2.5,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.409,0.388,87,10.02,3,43.65087,-116.32708,18.2,PAR #6750 OF SE4SW4 SEC 27 4N 1E #6700-S
S0527346655,5100 N TUMBLEWEED PL,4N 1E 27,4.9783,5,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.477,0.455,87,10.02,3,43.65168,-116.326252,18.1,PAR #6655 OF SE4SW4 SEC 27 4N 1E #314805-S
S0527346710,5100 N TUMBLEWEED PL,4N 1E 27,2.9659,3,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.464,0.325,87,10.02,3,43.651337,-116.325776,18.1,PAR #6710 OF SE4SW4 SEC 27 4N 1E #6700-S
S1109449909,12250 W FRANKLIN RD,3N 1E 09,4.1402,4.142,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.584,0.437,181,4.14,1,43.605505,-116.335359,18.0,PAR #9909 @ SE COR SE4SE4 SEC 09 3N 1E #449907-B
R2122120410,1855 E HERITAGE PARK LN,EDUCATION CAMPUS SUB NO 02,7.3841,7.343,0,City of Meridian,L-O,Limited Office,Office,Low,Vacant Land,Meridian,Civic,Civic,institutional,3.31,0.756,119,7.38,1,43.639325,-116.370573,17.8,PAR #0410 POR LOT 4 BLK 1 EDUCATION CAMPUS SUB #2 PARCEL B  R/S 10252 #0400S
R5887710170,12511 W MUIR RIDGE DR,MUIR WOODS SUB NO 02,3.5971,3.601,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.408,0.304,202,3.6,1,43.579972,-116.338112,17.8,LOT 24 BLK 04 MUIR WOODS SUB NO 02
S1215325600,S BLACK CAT RD,3N 1W 15,1.825,1.827,0,City of Meridian,M-E,Mixed Employment,Industrial / Business Park,Low,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),4.627,0.511,341,1.82,1,43.595468,-116.453206,17.6,PAR #5600 @ W SIDE NW4SW4 SEC 15 3N 1W R/S 8724 2/2 #325430-S
S1209449550,119 N BLACK CAT RD,3N 1W 09,2.1822,2.185,951800,Ada County,M1,County Manufacturing M1,Industrial / Business Park,Low,Vacant Land,Meridian,Ten Mile Interchange Specific,Ten Mile Interchange (specific area plan),master-plan (use TBD),4.778,0.718,314,2.18,1,43.605674,-116.454464,17.6,PAR #9550 @ E SIDE SE4 SE4 SEC 9 3N 1W PARCEL B ROS 11117 #449501S
S1235325411,5610 S TEN MILE RD,3N 1W 35,9.3869,9.39,,City of Kuna,C-2,C-2,Commercial,Low,Vacant Land,,,(no FLU),n/a,4.463,0.758,95,9.39,1,43.55312,-116.43215,17.5,PAR #5411 POR NW4SW4 SEC 35 3N 1W #325410-B
R2114050015,105 E ROSALYN DR,EDMONDS SUB,3.9051,3.93,884300,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,1.738,0.646,191,3.91,1,43.582431,-116.393022,17.4,PAR #0015 POR LOT 1 EDMONDS SUB PARCEL 1 ROS 13205 #0010S
R7533400400,4400 W VICTORY RD,ROCKIN S ESTATES SUB,4.7637,4.753,381800,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,4.549,0.711,93,9.5,2,43.576684,-116.449303,17.4,LOT 04 BLK 01 ROCKIN S ESTATES SUB
S1030315115,3750 S COLE RD,3N 2E 30,9.9701,10,871200,Ada County,M3,County Manufacturing M3,Industrial / Business Park,Low,Vacant Land,Boise,Large Lot/Rural,Large Lot / Rural,low-density / rural,4.768,0.555,90,9.97,1,43.568209,-116.271426,17.4,PAR #5115 POR GOV'T LOTS 2 & 3 SEC 30 3N 2E PAR 1 ROS 14612 #315110-S
R7533400100,3153 S GIDDY UP LN,ROCKIN S ESTATES SUB,4.737,4.752,425300,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,4.61,0.71,93,9.5,2,43.576686,-116.450551,17.3,LOT 01 BLK 01 ROCKIN S ESTATES SUB
R8525100950,2850 E JEWEL ST,TREASURE VALLEY BUSINESS CENTER NO 01,1.9576,1.96,1024500,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.816,0.785,190,3.92,2,43.618187,-116.359202,17.3,LOT 7 BLK 1 TREASURE VALLEY BUS CEN I
R8525101100,2950 E JEWEL ST,TREASURE VALLEY BUSINESS CENTER NO 01,1.9609,1.96,1024500,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,Commercial,Commercial,non-residential (MF only if mixed),1.819,0.785,190,3.92,2,43.618187,-116.358071,17.3,LOT 8 BLK 1 TREASURE VALLEY BUS CEN I
R2789520100,4211 E LANARK ST,FERNEY SUB,2.8726,2.875,,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.358,0.616,236,2.87,1,43.605907,-116.341791,17.2,LOT 01 BLK 01 FERNEY SUB
S1131110075,1385 E AMITY RD,3N 1E 31,4.8556,4.9,126800,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.34,0.679,158,4.86,1,43.560295,-116.377543,17.2,PAR #0075 OF NE4 NE4 SEC 31 3N 1E #S1131110050 S #8216642-44 #8216645
R1527260041,4375 E COMMERCIAL CT,COMMERCE PARK SUB,2.5288,2.527,1320900,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.275,0.712,271,2.53,1,43.609102,-116.351549,17.0,E 1/2 OF LOT 2 BLK 1 COMMERCE PARK SUB #0040-S #98105901
S1223449000,3145 S LINDER RD,3N 1W 23,5.804,4.93,459000,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.939,0.548,142,5.8,1,43.575982,-116.415323,16.9,PAR #9000 @ SE COR SE4SE4 SEC 23  3N 1W #43990-B
R8441870270,2515 S EAGLE RD,THOUSAND SPRINGS SUB NO 01,1.2819,1.283,0,City of Meridian,L-O,Limited Office,Office,Low,Vacant Land,Meridian,Civic,Civic,institutional,0.735,0.712,438,1.28,1,43.582192,-116.354986,16.8,LOT 01 BLK 04 THOUSAND SPRINGS SUB NO 1
S1018223606,334 S COLE RD,3N 2E 18,8.5833,8.592,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,School,School,institutional,4.427,0.636,104,8.58,1,43.600462,-116.273186,16.7,PAR #3606 @ W SIDE GOV LOTS 1 & 2 SEC 18 3N 2E #223605-B
R4947170091,E KINGSBRIDGE DR,KINGSBRIDGE SUB NO 01,1.4209,1.41,0,City of Meridian,R-2,Two-Family / Low-Density,Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,1.672,0.166,233,2.91,2,43.56856,-116.352269,16.6,LOT 9 BLK 1 EXC R/W KINGSBRIDGE SUB NO 01 #0090-B
R4947170130,3550 E KINGSBRIDGE DR,KINGSBRIDGE SUB NO 01,1.4854,1.486,0,City of Meridian,R-2,Two-Family / Low-Density,Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,1.647,0.227,233,2.91,2,43.569365,-116.350271,16.6,LOT 13 BLK 01 KINGSBRIDGE SUB NO 01
S1123234005,2140 S FIVE MILE RD,3N 1E 23,1.0133,1.02,299700,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.46,0.412,174,4.35,2,43.583415,-116.313146,16.4,PAR #4005 OF SW4NW4 SEC 23 3N 1E PARCEL A ROS 10975 #234002-S
R0855080010,W VICTORY RD,BEAR CREEK SUB NO 08,2.8119,2.814,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.295,0.217,192,3.88,2,43.576712,-116.401622,16.3,LOT 29 BLK 15 BEAR CREEK SUB NO 08
S1123325550,2272 S FIVE MILE RD,3N 1E 23,3.3322,3.338,431800,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.524,0.444,174,4.35,2,43.582823,-116.312039,16.3,PAR #5550 NR NW COR NW4SW4 SEC 23  3N 1E PARCEL A  R/S 9910 #325504S
S1115336550,11800 W OVERLAND RD,3N 1E 15,2.4474,2.449,335700,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.584,0.531,278,2.45,1,43.59064,-116.329268,16.3,PAR #6550 POR S2SW4 SEC 15 3N 1E & POR LOT 4 BLK 1 LIZASO SUB  PAR A  R/S 10200 
R0855080190,S SILVERTIP LN,BEAR CREEK SUB NO 08,1.0666,1.069,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.362,0.183,192,3.88,2,43.576435,-116.402935,16.2,LOT 47 BLK 15 BEAR CREEK SUB NO 08
R5672030310,281 N BALTIC PL,MERIDIAN BUSINESS PARK,2.2702,2.272,1187600,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.52,0.61,304,2.27,1,43.608067,-116.381529,16.2,LOT 8 BLK 2 MERIDIAN BUSINESS PARK
R2122120700,3834 N LOCUST GROVE RD,EDUCATION CAMPUS SUB NO 02,2.1801,2.182,0,City of Meridian,L-O,Limited Office,Office,Low,Vacant Land,Meridian,Civic,Civic,institutional,3.377,0.699,139,5.86,3,43.639938,-116.373542,16.1,LOT 7  BLK 1 EDUCATION CAMPUS SUB #2
R5175520060,2095 E COMMERCIAL ST,LAYNE INDUSTRIAL PARK SUB,1.5707,1.572,821700,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.242,0.731,377,1.57,1,43.609177,-116.367933,16.1,LOT 6 BLK 1 LAYNE INDUSTRIAL PARK SUB
R2122120100,E LEIGH FIELD DR,EDUCATION CAMPUS SUB NO 02,2.1944,2.197,0,City of Meridian,C-N,Neighborhood Business,Commercial,Low,Vacant Land,Meridian,Civic,Civic,institutional,3.417,0.762,139,5.86,3,43.640529,-116.373601,16.0,LOT 1  BLK 1 EDUCATION CAMPUS SUB #2
R2122120200,N SUMMERSIDE LN,EDUCATION CAMPUS SUB NO 02,1.483,1.484,0,City of Meridian,L-O,Limited Office,Office,Low,Vacant Land,Meridian,Civic,Civic,institutional,3.408,0.784,139,5.86,3,43.640552,-116.372369,16.0,LOT 2  BLK 1 EDUCATION CAMPUS SUB #2
R5175520040,2017 E COMMERCIAL ST,LAYNE INDUSTRIAL PARK SUB,1.5257,1.527,798200,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.266,0.737,389,1.53,1,43.609183,-116.369443,16.0,LOT 4 BLK 1 LAYNE INDUSTRIAL PARK SUB
R5652610800,1267 E KALISPELL ST,MEDIMONT SUB NO 02,1.169,1.171,612100,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.107,0.739,463,1.17,1,43.601585,-116.378534,16.0,LOT 02 BLK 03 MEDIMONT SUB NO 02
R6510590010,2890 E LANARK ST,OLSON AND BUSH SUB NO 02,1.1031,1.103,576600,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.093,0.752,482,1.1,1,43.607654,-116.358476,15.9,LOT 07 BLK 01 OLSON & BUSH SUB NO 02
R8536771410,12509 W MONSANTO ST,TRUSTMARK SUB,2.1492,2.149,1123300,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.603,0.616,315,2.15,1,43.608713,-116.338758,15.9,LOT 3 & POR LOT 2 BLK 3 TRUSTMARK SUB PARCEL A R/S 7923 #1400-C #1300-S
S1107325810,E BROADWAY ST,3N 1E 07,2.2094,2.212,963600,Ada County,M1,County Manufacturing M1,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.676,0.728,309,2.21,1,43.609436,-116.384083,15.9,PAR #5810 OF NW4SE4 SEC 7  3N 1E R/S 7029 FORMER OPERATING PROPERTY MERIDIAN STA
R5302770055,1957 E LANARK ST,LOCUST GROVE INDUSTRIAL PARK,1.0002,1,522700,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.106,0.784,537,1.0,1,43.606518,-116.370015,15.8,LOT 3 BLK 2 LOCUST GROVE INDUSTRIAL PARK
S1409428050,8810 S STEWART RD,2N 1E 09,8.631,8.643,187900,Ada County,RR,County Rural Residential,Agricultural / Rural,Low,Vacant Land,,,(no FLU),n/a,4.913,0.424,103,8.63,1,43.522306,-116.340942,15.8,PAR #8050 OF NW4SE4 SEC 9 2N 1E #423595 R
R5443270500,S FRANCINE LN,MAJESTIC VIEW SUB,5.0589,5.08,111400,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,3.239,0.529,153,5.06,1,43.578466,-116.422863,15.6,LOT 5 BLK 1 MAJESTIC VIEW SUB #9312274
R7332820710,S CHOCTAW WAY,RANCHERO ESTATES NO 03,5.5244,5.53,0,Ada County,R2,R2,Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.293,0.301,122,7.17,2,43.555635,-116.291278,15.6,LOT 12 BLK 4 RANCHERO ESTATES NO 3
R8221530230,2640 W CHATEAU DR,SUNNYBROOK FARMS NO 04,2.0967,2.1,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Civic,Civic,institutional,4.048,0.623,126,6.69,2,43.625957,-116.42675,15.6,LOT 1 BLK 14 SUNNYBROOK FARMS NO 4
R6933170100,533 E MASON CREEK ST,PATAGONIA SUB NO 06,8.3216,9.143,0,City of Kuna,R-6,R-6,Two-Family / Low-Density Residential,Low,Vacant Land,Ada County,Incorporated Cities and Areas of City Impact,City Impact Area,see city plan,4.912,0.779,107,8.32,1,43.52361,-116.388013,15.5,LOT 37 BLK 11 PATAGONIA SUB NO 06
R6989400200,11875 W HOLLANDALE DR,PEPPERMILL ESTATES SUB NO 01,2.0043,2.006,0,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.73,0.378,333,2.0,1,43.580876,-116.329853,15.5,LOT 11 BLK 02 PEPPERMILL ESTATES SUB NO 01
S1202315000,W CHATEAU DR,3N 1W 02,4.5951,4.6,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Civic,Civic,institutional,4.094,0.764,126,6.69,2,43.625952,-116.42789,15.5,PAR #5000 OF NE4SW4 SEC 2 3N 1W PAR 3   R/S #3916 #346782-S #98070489
R1009000750,519 N ALLUMBAUGH ST,BOECKS SUB,8.0053,8.01,2791300,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.826,0.861,111,8.01,1,43.609592,-116.267558,15.4,"PAR #0750 OF LOTS 5, 6 & 7 BOECKS SUB PAR A ROS 13776 #0521-C #0715-C #0810-C"
R4947180290,3775 E BRENTOR ST,KINGSBRIDGE SUB NO 02,1.5785,1.579,0,City of Meridian,R-4,Meridian Med-Low Density Res (4 du/ac),Single-Family Residential,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,1.65,0.825,373,1.58,1,43.570153,-116.34738,15.3,LOT 1 BLK 12 KINGSBRIDGE SUB PHASE 02
R7326471700,1375 E COMMERCIAL DR,RAILSIDE PARK SUB,1.236,1.237,538800,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,General Industrial,General Industrial,non-residential,1.453,0.741,450,1.24,1,43.60928,-116.377304,15.3,LOT 5 BLK 3 RAILSIDE PARK SUB #97093881
S1132141950,S EAGLE RD,3N 1E 32,1.0703,1.07,41500,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.479,0.631,215,3.26,3,43.556255,-116.355761,15.3,PAR #1950 OF SE4NE4 SEC 32 3N 1E #141910-S
R7332820590,W DESERT AVE,RANCHERO ESTATES NO 03,1.642,1.644,0,Ada County,R2,R2,Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.471,0.447,122,7.17,2,43.553072,-116.289464,15.2,LOT 31 BLK 3 RANCHERO ESTATES NO 3
R7533450180,12400 W ROCKHAMPTON ST,ROCKHAMPTON SUB NO 03,3.4655,3.469,0,Ada County,R4,R4,Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.638,0.81,203,3.47,1,43.557765,-116.337358,15.2,LOT 01 BLK 05 ROCKHAMPTON SUB NO 03
R9313390017,12152 W EXECUTIVE DR,WEST BOISE INDUSTRIAL PARK NO 05,2.0397,2.038,1108700,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.92,0.774,329,2.04,1,43.611559,-116.333722,15.2,PAR #0017 OF LOT 1 BLK 1 WEST BOISE INDUSTRIAL PARK #5 #0016B
S1112120703,1225 N ETHRIDGE LN,3N 1E 12,1.812,1.824,656400,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.326,0.667,124,6.87,3,43.616051,-116.281078,15.2,PAR #0703 OF NW4NE4 SEC 12 3N 1E #120701 B #99036417
S1132142110,S EAGLE RD,3N 1E 32,1.0454,1.052,337300,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.519,0.564,215,3.26,3,43.555731,-116.354994,15.2,PAR #2110 POR E2SE4NE4 SEC 32 3N 1E #142103-B
R0500410460,11550 W OVERLAND RD,ARALAR PARK SUB,1.5627,1.56,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.723,0.226,381,1.56,1,43.590793,-116.326488,15.1,LOT 18 BLK 03 ARALAR PARK SUB
R2847060006,10881 W HIAWATHA DR,FIVE MILE ESTATES NORTH SUB NO 02,1.3986,1.406,0,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.397,0.478,231,2.94,2,43.577342,-116.317431,15.1,PAR #0006 OF LOT 9 BLK 5 FIVE MILE EST N #2 #0005-S #96087670
R2847060007,10830 W VICTORY RD,FIVE MILE ESTATES NORTH SUB NO 02,1.5389,1.539,0,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.443,0.718,231,2.94,2,43.576348,-116.317065,15.1,PAR #0007 OF LOT 9 BLK 5 FIVE MILE EST N #2 #0005-B
R2918430100,W BETHEL ST,FRANKLIN BUSINESS PARK,2.2391,3.952,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.078,0.262,176,4.25,2,43.605423,-116.302249,15.1,PAR #0100 OF FRANKLIN BUSINESS PARK & OF RIDENBAUGH CANAL  #7969602
R3073780100,2730 E STATE AVE,GEMTONE CENTER NO 02,1.0987,1.1,575000,City of Meridian,I-L,Light Industrial,Industrial / Business Park,Low,Vacant Land,Meridian,MU-NR,Mixed Use – Non-Residential,non-residential,1.508,0.753,485,1.1,1,43.613759,-116.360527,15.1,LOT 1 BLK 2 GEMTONE CENTER NO 02
S1112120692,7850 W FLORENCE ST,3N 1E 12,3.511,3.49,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.394,0.763,124,6.87,3,43.616442,-116.279826,15.1,PAR #0692 OF NW4NE4 SEC 12 3N 1E      R/S #2359 #120688-B #97090000
S1132142001,5505 S EAGLE RD,3N 1E 32,1.1454,1.149,0,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,2.561,0.726,215,3.26,3,43.55511,-116.355103,15.1,PAR #2001 NEAR SE COR SE4NE4 SEC 32 3N 1E PARCEL 3  R/S 6082 #142000-B
R0967630020,S NICKEL CREEK PL,BITTERCREEK HEIGHTS SUB NO 02,6.8306,6.844,120500,Ada County,RUT,County Rural-Urban Transition,Agricultural / Rural,Low,Vacant Land,Meridian,Low Density Residential,Low-Density Residential (planned),single-family oriented,4.399,0.646,125,6.83,1,43.567672,-116.442142,15.0,LOT 06 BLK 04 BITTERCREEK HEIGHTS SUB NO 02
S1112120686,1350 N ETHRIDGE LN,3N 1E 12,1.5423,1.54,376100,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,4.44,0.493,124,6.87,3,43.61749,-116.279451,15.0,PAR #0686 OF NW4NE4 SEC 12 3N 1E        R/S #2359 #120688-S #9346615
R6989630840,2520 S GATEWOOD LN,PEPPERWOOD ESTATES NO 02,1.5786,1.48,0,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,1.875,0.243,372,1.58,1,43.580751,-116.326741,14.8,LOT 98 BLK 4 PEPPERWOOD ESTATES #2
R8048660040,10751 W DIVIDE PASS DR,SOUTHPOINT SUB NO 01,2.3158,2.317,0,City of Boise,R-1B,Boise Single-Family (medium lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.321,0.33,302,2.32,1,43.583447,-116.316009,14.7,LOT 1 BLK 4 SOUTHPOINT SUB #1
R8207770020,9450 W BETHEL CT,SUBSTATION SUB,2.008,2.01,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,3.255,0.239,176,4.25,2,43.606075,-116.298824,14.7,LOT 02 BLK 01 SUBSTATION SUB
