account,situs,subdivision,acres,assessor_acres,total_value,jurisdiction,zone_code,zone_plain,zone_category,mf_threat,bucket,flu_source,flu_designation,flu_plain,flu_intent,dist_mi,compactness,contig_group,contig_group_acres,contig_group_parcels,lat,lon,interest,legal
S1615141900,E COLUMBIA RD,2N 3E 15,159.6715,160,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.287,0.502,2,1678.71,21,43.507606,-116.07973,128.4,SE4NE4 N2SE4 SE4SE4 SEC 15 2N 3E #9252563
S1032142000,W GOWEN RD,3N 2E 32,16.0676,17.6,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.332,0.642,1,4570.3,77,43.553968,-116.236047,128.3,SE4NE4 S OF GOWEN RD EXC RD SEC 32 3N 2E #140000-B #7755962
S1508110000,S PLEASANT VALLEY RD,2N 2E 08,24.3506,24.324,85100,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.338,0.708,1,4570.3,77,43.530494,-116.236397,128.3,E 1467' OF N 742.5' OF N2NE4 SEC 8 2N 2E #98043891 #98043890 #8769072
S1505110000,S PLEASANT VALLEY RD,2N 2E 05,321.5016,317.98,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.404,0.696,1,4570.3,77,43.535216,-116.238659,128.2,E2 EXCEPT RW SEC 5 2N 2E #S1505100000 400000 C
R9041360700,5948 S VISIONARY AVE,VISIONARY SUB NO 01,4.9963,5,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.458,0.713,1,4570.3,77,43.548593,-116.239713,128.1,LOT 01 BLK 02 VISIONARY SUB NO 01
R9041360800,5850 S VISIONARY AVE,VISIONARY SUB NO 01,3.9931,3.995,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.465,0.658,1,4570.3,77,43.549434,-116.239709,128.1,LOT 02 BLK 02 VISIONARY SUB NO 01
S1032438440,6100 S VISIONARY AVE,3N 2E 32,9.9936,10,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.449,0.8,1,4570.3,77,43.547187,-116.239719,128.1,PAR #8440 OF SW4SE4 SEC 32 3N 2E PARCEL B ROS 14775 #T438421-C #T438413-C
S1508113200,S PLEASANT VALLEY RD,2N 2E 08,35.2543,34.47,267900,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.476,0.463,1,4570.3,77,43.528703,-116.238726,128.0,S2N2NE4 EXC N 82.5' & EXC R/W SEC 8 2N 2E #98043891 #98043890 #8402897-98
S1521141900,S PLEASANT VALLEY RD,2N 2E 21,40.1052,40,880000,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.494,0.785,1,4570.3,77,43.496921,-116.216222,128.0,SE4 NE4 SEC 21 2N 2E IN MER SCH DIST #141800-S
S1032427800,W GOWEN RD,3N 2E 32,40.4857,40,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.549,0.785,1,4570.3,77,43.551628,-116.241007,127.9,NW4SE4 SEC 32 3N 2E
S1611110000,9723 E HWY 21,2N 3E 11,389.1299,242.1,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.538,0.491,2,1678.71,21,43.521919,-116.06483,127.9,LOTS 4/6 TO 8 INC NE4SE4 S2SE4 SEC 11 2N 3E
R9041360100,6159 S VISIONARY AVE,VISIONARY SUB NO 01,4.997,5,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.577,0.727,1,4570.3,77,43.546763,-116.242333,127.8,LOT 01 BLK 01 VISIONARY SUB NO 01
R9041360200,6047 S VISIONARY AVE,VISIONARY SUB NO 01,4.0411,4.044,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.582,0.662,1,4570.3,77,43.547564,-116.24233,127.8,LOT 02 BLK 01 VISIONARY SUB NO 01
R9041360300,5975 S VISIONARY AVE,VISIONARY SUB NO 01,2.9983,3,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.586,0.577,1,4570.3,77,43.548223,-116.242327,127.8,LOT 03 BLK 01 VISIONARY SUB NO 01
R9041360400,5941 S VISIONARY AVE,VISIONARY SUB NO 01,1.381,1.382,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.589,0.352,1,4570.3,77,43.548633,-116.242326,127.8,LOT 04 BLK 01 VISIONARY SUB NO 01
R9041360500,5893 S VISIONARY AVE,VISIONARY SUB NO 01,2.1169,2.118,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.591,0.473,1,4570.3,77,43.54896,-116.242324,127.8,LOT 05 BLK 01 VISIONARY SUB NO 01
R9041360600,5835 S VISIONARY AVE,VISIONARY SUB NO 01,3.4989,3.5,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.595,0.622,1,4570.3,77,43.549486,-116.242322,127.8,LOT 06 BLK 01 VISIONARY SUB NO 01
S1032131500,4751 W GOWEN RD,3N 2E 32,27.9725,27.5,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.589,0.671,1,4570.3,77,43.555012,-116.240993,127.8,PAR #1500 OF SW4NE4 SEC 32 3N 2E
S1508121200,S PLEASANT VALLEY RD,2N 2E 08,20.8907,19.99,70000,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.584,0.74,1,4570.3,77,43.530511,-116.241387,127.8,N 742.5' OF N2NE4 EXC E 1467' SEC 8 2N 2E #98043891 #98043890 #8769072
S1602110000,E HWY 21,2N 3E 02,118.7859,80,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.711,0.595,10,217.79,2,43.544076,-116.057199,127.6,N2NE4 SEC 2 2N 3E
S1505212450,W LAKE HAZEL RD,2N 2E 05,24.9763,25,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.695,0.676,1,4570.3,77,43.543932,-116.244889,127.6,PAR #2450 POR GOV LOT 03 & POR SE4NW4 SEC 05 2N 2E PAR B ROS 15361 #233800-B
S1614222400,E BLACKS CREEK RD,2N 3E 14,437.8811,440,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.702,0.427,2,1678.71,21,43.50944,-116.068591,127.6,N2 NE4SW4 E2SE4 SEC 14 2N 3E
S1029120615,4560 S ORCHARD ST,3N 2E 29,319.0259,319.301,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Airport,Airport,airport — residential restricted,4.759,0.362,8,319.03,1,43.566918,-116.23966,127.5,PAR #0615 @ E SIDE OF SEC 29 3N 2E #120610-B #9034300-01
S1032314800,W GOWEN RD,3N 2E 32,20.1561,20,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.736,0.698,1,4570.3,77,43.551636,-116.24477,127.5,E2NE4SW4 SEC 32 3N 2E #300000-S
S1505244250,W LAKE HAZEL RD,2N 2E 05,50.5616,51.266,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.804,0.296,1,4570.3,77,43.54394,-116.247077,127.4,PAR #4250 POR OF GOV LOT 03 & POR S2NW4 SEC 05 2N 2E PAR B ROS 15445 #233700-B
S1521314800,S PLEASANT VALLEY RD,2N 2E 21,163.2038,160,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.806,0.5,1,4570.3,77,43.491504,-116.217565,127.4,NE4SW4 N2SE4 SE4SE4 SEC 21 2N 2E
S1623223335,E BLACKS CREEK RD,2N 3E 23,10.0934,10,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.805,0.504,2,1678.71,21,43.50035,-116.074127,127.4,W2W2NW4NW4 SEC 23 2N 3E #223000 B #9202788
S1527212405,W KUNA MORA RD,2N 2E 27,80.5201,80,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.814,0.7,1,4570.3,77,43.485997,-116.208856,127.4,N2NW4 SEC 27 2N 2E
S1032212402,5121 W GOWEN RD,3N 2E 32,35.1984,35.25,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.825,0.766,1,4570.3,77,43.555006,-116.245783,127.3,PAR #2402 S2NW4 SEC 32 3N 2E #212400-B
S1623223275,E BLACKS CREEK RD,2N 3E 23,10.009,10,13000,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.855,0.502,2,1678.71,21,43.500354,-116.072879,127.3,E2W2NW4NW4 SEC 23 2N 3E #223000 S #95021848
S1622141800,E BLACKS CREEK RD,2N 3E 22,19.9698,20,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.886,0.697,2,1678.71,21,43.496722,-116.075997,127.2,E2SE4NE4 SEC 22  2N 3E #9202780
S1623223150,E BLACKS CREEK RD,2N 3E 23,10.0147,10,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.905,0.502,2,1678.71,21,43.500357,-116.071636,127.2,W2E2NW4NW4 SEC 23 2N 3E #223000 B #9202786
S0915120600,E SHAW MOUNTAIN RD,3N 3E 15,235.5824,240,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.963,0.522,9,235.58,1,43.598115,-116.089763,127.1,NW4NE4 NW4 NW4SW4 SEC 15 3N 3E
S1032315005,W GOWEN RD,3N 2E 32,107.639,133.93,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.945,0.607,1,4570.3,77,43.54985,-116.249292,127.1,PAR #5005 SW4 SEC 32 3N 2E #315000-B
S1623223025,E BLACKS CREEK RD,2N 3E 23,10.0129,10,13000,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.956,0.502,2,1678.71,21,43.50036,-116.070393,127.1,E2E2NW4NW4 SEC 23 2N 3E #223000 S #95011540
S1601231050,9916 E LUCKY PEAK LN,2N 3E 01,99.0,92.591,,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,4.979,0.55,10,217.79,2,43.538095,-116.05192,127.0,GOV LOTS 05-06 & POR OF 07 & POR SE4NW4 SEC 01 2N 3E #242300-C #231000-C #321300
S1505233625,W LAKE HAZEL RD,2N 2E 05,44.5377,44.681,,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,4.986,0.33,1,4570.3,77,43.54218,-116.250751,127.0,PAR #3625 POR OF GOV LOT 03 & POR OF S2NW4 SEC 05 2N 2E PAR A ROS 15445 #233700-
S1036142110,2171 E DANZEE DR,3N 2E 36,6.0825,6.082,1854500,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,0.909,0.774,13,108.78,8,43.55408,-116.157492,124.0,PAR #2110 POR SE4NE4 SEC 36 3N 2E PARCEL A ROS 12611 #142100-S
R3220000050,5200 S FEDERAL WAY,GOWEN INDUSTRIAL PARK NO 01,4.8187,4.8,1463600,City of Boise,I-2,Boise Industrial (general),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.099,0.691,13,108.78,8,43.556422,-116.159629,123.6,PAR #0050 OF LOT 2 BLK 1 GOWEN INDUSTRIAL PARK NO 01 #9289664
S1036110300,4965 S HOLCOMB RD,3N 2E 36,45.539,42.89,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.106,0.571,13,108.78,8,43.557368,-116.155919,123.6,PAR #0300 OF NE4NE4 & OF SE4NE4 SEC 36 3N 2E #120450-B
S1036120660,1825 E AMITY RD,3N 2E 36,5.0993,5,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.22,0.699,13,108.78,8,43.558297,-116.159642,123.3,N2SE4NW4NE4 SEC 36 3N 2E #120450-S
S1036120605,2001 E AMITY RD,3N 2E 36,9.7937,10,0,City of Boise,I-1,Boise Industrial (light),Industrial / Business Park,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.294,0.785,13,108.78,8,43.55944,-116.159639,123.2,NE4NW4NE4 SEC 36 3N 2E #120450-S
S1036120630,2001 E AMITY RD,3N 2E 36,22.1174,21.71,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.27,0.522,13,108.78,8,43.558311,-116.162156,123.2,PAR #0630 OF NW4NE4 SEC 36 3N 2E #120450-B
S1036120615,2001 E AMITY RD,3N 2E 36,2.2976,2.65,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Industrial,Industrial,non-residential,1.397,0.471,13,108.78,8,43.560334,-116.162156,123.0,PAR #0615 OF NW4NW4NE4 SEC 36 3N 2E #120450-S
S1013449500,2472 E WARM SPRINGS AVE,3N 2E 13,40.4111,40,0,City of Boise,A-2,Boise Open Land/Ag,Agricultural / Rural,Low,Vacant Land,Boise,Buildable,Buildable (future growth),"development-ready, use TBD",3.464,0.785,14,78.6,6,43.591755,-116.15577,96.7,SE4SE4 SEC 13 3N 2E #440000-R
S1013417612,2468 E WARM SPRINGS AVE,3N 2E 13,7.0895,7.11,0,City of Boise,A-2,Boise Open Land/Ag,Agricultural / Rural,Low,Vacant Land,Boise,Buildable,Buildable (future growth),"development-ready, use TBD",3.618,0.781,14,78.6,6,43.594057,-116.154241,96.4,PAR #7612 @ SE COR NE4 SE4 SEC 13 3N 2E #417600-B #417610-EDIT CORRECTING #83473
S1013417515,2462 E WARM SPRINGS AVE,3N 2E 13,11.154,11.163,0,City of Boise,A-2,Boise Open Land/Ag,Agricultural / Rural,Low,Vacant Land,Boise,Buildable,Buildable (future growth),"development-ready, use TBD",3.627,0.767,14,78.6,6,43.594073,-116.156757,96.3,PAR #7515 @ SW COR NE4 SE4 SEC 13 3N 2E #417510-C #417520-C
S0908346720,E WILDHORSE LN,3N 3E 08,29.3419,28.84,162900,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Boise,Buildable,Buildable (future growth),"development-ready, use TBD",4.572,0.565,15,76.6,3,43.605478,-116.126709,92.5,PAR #6720 @ SE COR SW4 SEC 08 3N 3E S0908346710-B
S0908346605,E WILDHORSE LN,3N 3E 08,7.1421,7.101,40100,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Boise,Buildable,Buildable (future growth),"development-ready, use TBD",4.686,0.326,15,76.6,3,43.607416,-116.127849,92.2,PAR #6605 OF N'LY POR SE4SW4 SEC 8 3N 3E R/S 4731 #344306-S
R9404671025,4692 E WILDHORSE LN,WILDHORSE RANCH SUB,40.1188,39.979,819200,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Boise,Buildable,Buildable (future growth),"development-ready, use TBD",4.77,0.272,15,76.6,3,43.609363,-116.13202,92.1,PAR #1025 W'LY POR LOT 1 BLK 1 WILDHORSE RANCH SUB LOT 1 BLK 1 R/S 4972
R1035170010,2711 E RHYOLITE WAY,BOULDER HEIGHTS ESTATES SUB NO 03,7.4454,7.473,0,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.089,0.218,14,78.6,6,43.586182,-116.157746,89.4,LOT 13  BLK 02 BOULDER HEIGHTS EST SUB NO 03
R1035150270,2501 E WINDSONG DR,BOULDER HEIGHTS ESTATES SUB NO 01,9.2638,9.299,0,City of Boise,R-1A,Boise Single-Family (large lot),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.19,0.228,14,78.6,6,43.587506,-116.159507,89.2,LOT 08 BLK 02 BOULDER HEIGHTS ESTATES SUB NO 01
R1035150050,2688 E WINDSONG DR,BOULDER HEIGHTS ESTATES SUB NO 01,3.2324,3.241,0,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,3.253,0.258,14,78.6,6,43.588728,-116.155008,89.1,LOT 04 BLK 01 BOULDER HEIGHTS ESTATES SUB NO 01
R5577760530,1507 S OAKLAND AVE,MCDONALD TRACT,7.6063,7.609,0,City of Boise,R-3,Boise Multifamily,Multifamily Residential,High,Vacant Land,Boise,Mixed Use,Mixed Use,supports multifamily,4.473,0.353,57,10.25,2,43.59377,-116.204365,88.3,PAR #0530 OF MCDONALD TRACT R/S 4577 #0509C #0515C #0550C
R5577760451,PROTEST AVE,MCDONALD TRACT,2.6446,2.642,0,City of Boise,R-3,Boise Multifamily,Multifamily Residential,High,Vacant Land,Boise,Mixed Use,Mixed Use,supports multifamily,4.584,0.486,57,10.25,2,43.595254,-116.2053,88.1,PAR #0451 OF MCDONALD TRACT #0459-B
S1014449000,1550 S LOGGERS POND PL,3N 2E 14,7.5603,7.583,0,City of Boise,R-3,Boise Multifamily,Multifamily Residential,High,Vacant Land,Boise,High Density,High-Density Residential (planned),supports multifamily,3.764,0.443,66,7.56,1,43.593573,-116.174333,87.0,PAR #9000 S'LY POR LOT 4 REGENT CENTER SUB & N'LY POR LOT 5 REGENT CENTER SUB NO
R5125630141,281 E FAIRBROOK DR,LAKEWOOD UNIT NO 11B,3.2522,3.49,0,City of Boise,R-3,Boise Multifamily,Multifamily Residential,High,Vacant Land,Boise,High Density,High-Density Residential (planned),supports multifamily,2.552,0.377,106,3.25,1,43.572131,-116.180158,85.1,LOT 81 R/S #1988 BLK 9 LAKEWOOD UNIT NO 11-B 0150-S 0140-C S1026121055-C
R8499350101,3534 S FEDERAL WAY,TOMLINSON SUB,1.2445,1.246,0,City of Boise,R-3,Boise Multifamily,Multifamily Residential,High,Vacant Land,Boise,High Density,High-Density Residential (planned),supports multifamily,2.604,0.333,166,1.24,1,43.570223,-116.185236,83.0,LOT 1 BLK 1 EXC R/W TOMLINSON SUB
S0929244200,4747 E WARM SPRINGS AVE,3N 3E 29,6.4692,6.48,29200,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Public/Quasi-Public,Public / Quasi-Public,institutional,2.351,0.603,16,67.92,3,43.570257,-116.125611,80.2,E2E2NW4 S OF HWY 21 & NW OF ECKERT RD SEC 29 3N 3E #S0929211100 R
S0929212400,4775 E ARROW JUNCTION DR,3N 3E 29,58.3938,62.93,346100,City of Boise,A-1,Boise Open Land/Airport-Ag,Agricultural / Rural,Low,Vacant Land,Boise,Public/Quasi-Public,Public / Quasi-Public,institutional,2.508,0.279,16,67.92,3,43.572807,-116.125311,79.9,E2E2NW4 EXC S OF HWY 21 & NW OF ECKERT RD E2E2SW4 N OF RIVER SEC 29 3N 3E #S0929
R3482170150,4800 E WARM SPRINGS AVE,HARRIS RANCH SUB NO 03,3.0589,3.062,0,City of Boise,R-1C,Boise Single-Family (compact),Single-Family Residential,Low,Vacant Land,Boise,Suburban,Suburban Residential,single-family oriented,2.54,0.258,16,67.92,3,43.571765,-116.121925,79.8,LOT 16 BLK 21 HARRIS RANCH SUB NO 03
S1618131250,10143 S FEDERAL WAY,2N 3E 18,6.7122,6.756,67600,Ada County,M2,County Manufacturing M2,Industrial / Business Park,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.186,0.542,17,56.93,7,43.510883,-116.141522,69.6,PAR #1250 OF SW4NE4 SEC 18  2N 3E #131000-B
S1618141900,S FEDERAL WAY,2N 3E 18,1.5159,1.56,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.281,0.597,17,56.93,7,43.50995,-116.138918,69.4,PAR #141900 OF SE4NE4 SEC 18 2N 3E #111000-S #96093853
S1618417250,S FEDERAL WAY,2N 3E 18,3.1133,3.024,30200,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.372,0.698,17,56.93,7,43.508604,-116.138819,69.2,PAR #417250 OF NE4SE4 SEC 18 2N 3E #411000-B
S1618427810,10206 S FEDERAL WAY,2N 3E 18,5.7602,5.795,,Ada County,M2,County Manufacturing M2,Industrial / Business Park,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.352,0.754,17,56.93,7,43.508643,-116.140156,69.2,PAR #7810 OF NW4SE4 SEC 18 2N 3E #427800-S
S1618427900,S FEDERAL WAY,2N 3E 18,4.0838,4.08,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.482,0.539,17,56.93,7,43.506794,-116.139734,69.0,PAR #7900 OF NW4SE4 SEC 18 2N 33 #310001-S #96093853
S1618417300,S FEDERAL WAY,2N 3E 18,28.3025,28.449,0,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.521,0.335,17,56.93,7,43.506514,-116.138016,68.9,PAR #417300 OF E32SE4 SEC 18 2N 3E #411000-S #96093853
S0919448585,3453 E PARKCENTER BLVD,3N 3E 19,11.4687,11.48,8501200,City of Boise,SP-02,Specific Plan SP-02,Planned / Overlay,Unknown,Vacant Land,Boise,High Density,High-Density Residential (planned),supports multifamily,2.41,0.689,51,11.47,1,43.575891,-116.141415,68.7,PAR #8585 POR SW4SE4 SEC 19 & OF GOV LOT 9 & ADJ ACRETED LANDS SEC 30 3N 3E #448
S1619110100,S HOLCOMB RD,2N 3E 19,7.4466,7.473,,Ada County,RP,County Rural Preservation/Foothills,Agricultural / Rural,Low,Vacant Land,Ada County,Rural,Rural (county),low-density / rural,2.95,0.55,17,56.93,7,43.500713,-116.134869,68.0,PAR #0100 OF NE4NE4 SEC 19 2N 3E #110000-B
S1606223219,2500 E RED CEDAR LN,2N 3E 06,17.1425,17.136,5971600,City of Boise,R-2,Two-Family / Low-Density,Two-Family / Low-Density Residential,Medium,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,0.105,0.529,42,17.14,1,43.543253,-116.151327,63.9,PAR #3219 OF NW4NW4 SEC 6 2N 3E #223218-S #223213-C #96018820
R1719910020,4247 E BRIGHTSIDE ST,DALLAS HARRIS SOUTH SUB NO 02,6.0105,6.017,3494400,City of Boise,SP-01,Specific Plan SP-01,Planned / Overlay,Unknown,Vacant Land,Boise,Mixed Use,Mixed Use,supports multifamily,2.213,0.547,81,6.01,1,43.570439,-116.131579,63.6,LOT 01 BLK 02 DALLAS HARRIS SOUTH SUB NO 02
S0929223405,E PARKCENTER BLVD,3N 3E 29,3.0509,3.055,1863100,City of Boise,SP-01,Specific Plan SP-01,Planned / Overlay,Unknown,Vacant Land,Boise,Mixed Use,Mixed Use,supports multifamily,2.342,0.663,79,6.16,2,43.57288,-116.132719,63.5,PAR #3405 POR NW4NW4 SEC 29 3N 3E #223390-S
S0929223100,3003 S BARNSIDE WAY,3N 3E 29,3.1062,3.109,1896000,City of Boise,SP-01,Specific Plan SP-01,Planned / Overlay,Unknown,Vacant Land,Boise,High Density,High-Density Residential (planned),supports multifamily,2.476,0.667,79,6.16,2,43.574624,-116.131547,63.2,PAR #3100 OF NW4NW4 SEC 29 & OF SW4SW4 SEC 20 3N 3E #336210-S
S0929223395,4055 E PARKCENTER BLVD,3N 3E 29,3.0484,3.049,1859400,City of Boise,SP-01,Specific Plan SP-01,Planned / Overlay,Unknown,Vacant Land,Boise,Mixed Use,Mixed Use,supports multifamily,2.356,0.659,82,5.87,3,43.573375,-116.133672,63.2,PAR#3395 POR NW4 SEC 29 3N3E & POR GOV LOT 09 SEC 30 3N 3E #223390-S
S0929223150,S OLD HICKORY WAY,3N 3E 29,1.0004,1.001,610500,City of Boise,SP-01,Specific Plan SP-01,Planned / Overlay,Unknown,Vacant Land,Boise,High Density,High-Density Residential (planned),supports multifamily,2.438,0.745,82,5.87,3,43.574442,-116.132932,63.0,PAR #6235 POR NW4NW4 SEC 29 3N 3E & POR SW4SW4 SEC 20 3N 3E #336227-B
S0920336227,3122 S OLD HICKORY WAY,3N 3E 20,1.8186,1.82,1109900,City of Boise,SP-01,Specific Plan SP-01,Planned / Overlay,Unknown,Vacant Land,Boise,High Density,High-Density Residential (planned),supports multifamily,2.488,0.759,82,5.87,3,43.575106,-116.132513,62.9,PAR #6227 POR SW4SW4 SEC 20 3N 3E & POR NW4NW4 SEC 29 3N 3E #336227-S
S1607223301,7983 S FEDERAL WAY,2N 3E 07,5.4293,5.433,,City of Boise,MX-2,Boise Mixed-Use Community,Mixed Use,High,Vacant Land,Boise,Industrial,Industrial,non-residential,0.84,0.72,49,12.6,3,43.529589,-116.15182,62.9,PAR #3301 POR OF GOV LOT 01 SEC 07 2N 3E #223300-B
S1607223575,8005 S FEDERAL WAY,2N 3E 07,2.3949,2.35,1228400,City of Boise,MX-2,Boise Mixed-Use Community,Mixed Use,High,Vacant Land,Boise,Industrial,Industrial,non-residential,0.914,0.604,49,12.6,3,43.528502,-116.15133,62.8,PAR #3575 OF NW4NW4 SEC 7 2N 3E #8922797-98 8926137
S1607223595,8837 S FEDERAL WAY,2N 3E 07,4.7806,4.75,2482900,City of Boise,MX-2,Boise Mixed-Use Community,Mixed Use,High,Vacant Land,Boise,Industrial,Industrial,non-residential,0.97,0.735,49,12.6,3,43.527692,-116.15096,62.7,PAR #3595 OF LOTS 1 & 2 W OF HWY #30 SEC 7 2N 3E #223740 R #8926137 8922797 98
S1013244540,2310 E WARM SPRINGS AVE,3N 2E 13,1.8822,1.866,569000,City of Boise,MX-1,Boise Mixed-Use Neighborhood,Mixed Use,High,Vacant Land,Boise,Compact,Compact / walkable neighborhood,supports attached/medium,3.961,0.681,141,1.88,1,43.598349,-116.163661,61.0,PAR #4540 @ E SIDE SE4NW4 SEC 13 3N 2E PARCEL A R/S 9823 #244532B
